customer_id,customer_name,email,country,signup_date,total_revenue,payment_count,refund_count,average_payment_value,refund_rate,is_active,plan
483,Tiffany Burns,cody24@example.org,United States,2024-08-21,611.00,9,0,67.89,0.0,1,Enterprise
484,JAMIE LARSEN,jasmine82@example.net,United Kingdom,,768.00,12,0,64.0,0.0,1,Pro
485,james savage,nicholas48@example.org,Canada,2024-04-27,1257.00,13,0,96.69,0.0,1,Basic
487,MICHAEL SMITH,webbkenneth@example.org,Canada,2023-12-25,1004.00,17,1,59.06,0.0588,1,Basic
488,sheila hutchinson,jesus35@example.org,United Kingdom,,1552.00,18,0,86.22,0.0,1,Enterprise
490,FERNANDO ORTIZ,tracy82@example.net,United Kingdom,2024-10-23,274.00,6,0,45.67,0.0,1,Basic
494,mary mendez,staceywiley@example.org,United States,2024-08-08,631.00,10,1,63.1,0.1,1,Enterprise
495,Kaitlin Smith,patricia01@example.com,United States,2026-04-17,1021.00,11,2,92.82,0.1818,1,Basic
496,BRENDA HARRIS,danielsantos@example.com,Canada,,461.00,11,2,41.91,0.1818,1,Pro
498,Emily Walker,cartersteven@example.net,Canada,2023-12-08,444.00,6,0,74.0,0.0,1,Basic
499,PAMELA WATSON,michael82@example.net,Canada,2025-12-25,1224.00,16,0,76.5,0.0,1,Enterprise
500,jake orozco,danielwilkerson@example.net,Unknown,,713.00,8,1,89.13,0.125,1,Enterprise
2,courtney hernandez,robingould@example.org,Canada,2025-04-05,1684.00,16,0,105.25,0.0,0,
3,Ashley Cooper,riverashawn@example.com,United States,2025-02-13,967.00,15,2,64.47,0.1333,0,
7,CATHERINE SNOW,nicholsdavid@example.org,United States,2026-01-08,382.00,8,0,47.75,0.0,0,
8,debbie jones,barrycervantes@example.org,Canada,,1365.00,16,1,85.31,0.0625,0,
10,SAMUEL GARCIA,aliciahall@example.net,United States,2025-10-19,1162.00,18,0,64.56,0.0,0,
11,alexander ramirez,jennifer13@example.org,United States,2025-03-03,1219.00,11,0,110.82,0.0,0,
14,mary jackson,radams@example.com,United Kingdom,2026-05-06,1204.00,17,1,70.82,0.0588,0,
15,Selena Davis,mcclurekevin@example.com,United States,2024-04-25,552.00,8,0,69.0,0.0,0,
23,abigail thompson,lewisdonald@example.com,United States,2024-10-25,1593.00,17,0,93.71,0.0,0,
24,Diana Rodriguez,hodgesbarbara@example.net,United States,,1116.00,14,0,79.71,0.0,0,
25,ALISON SMITH,felicia13@example.com,Unknown,2026-01-25,1124.00,16,0,70.25,0.0,0,
26,deborah reilly,jwilliams@example.org,United Kingdom,2024-04-24,847.00,13,0,65.15,0.0,0,
27,Jay Ramirez,angelahahn@example.com,United States,2023-07-29,573.00,7,0,81.86,0.0,0,
28,TIMOTHY WILLIAMS,clinton44@example.net,Canada,,813.00,7,0,116.14,0.0,0,
31,KENNETH JOHNSON,jenkinssteven@example.org,United States,2025-05-30,353.00,7,0,50.43,0.0,0,
33,Susan Thomas,briangreen@example.com,United States,2024-02-21,473.00,7,0,67.57,0.0,0,
34,DENISE ROBBINS,michaelmcdaniel@example.net,Canada,2024-01-23,900.00,10,0,90.0,0.0,0,
35,michael nelson,biancatownsend@example.org,Canada,2023-07-11,900.00,10,0,90.0,0.0,0,
40,JONATHAN PERRY,kimjoseph@example.com,Canada,,556.00,14,0,39.71,0.0,0,
41,steven todd,andrewhawkins@example.org,United Kingdom,2025-03-22,888.00,12,0,74.0,0.0,0,
42,Ashley Davis,zstephenson@example.org,United Kingdom,2025-01-12,751.00,9,0,83.44,0.0,0,
43,DANIEL GLENN MD,nancy23@example.org,Canada,2023-11-27,614.00,6,0,102.33,0.0,0,
47,thomas rodriguez,masonwilliam@example.com,United Kingdom,2025-01-13,1315.00,15,0,87.67,0.0,0,
48,Ronnie Clark,dpena@example.org,United Kingdom,,701.00,9,0,77.89,0.0,0,
49,JOSHUA WYATT,beth59@example.com,United States,2025-08-23,1183.00,17,0,69.59,0.0,0,
51,Jacqueline Johnson,ostafford@example.net,United States,2025-08-05,991.00,9,0,110.11,0.0,0,
52,JAMES CHAVEZ,william38@example.org,United Kingdom,,552.00,9,1,61.33,0.1111,0,
53,wanda mcdaniel,mendozaellen@example.com,United States,2025-06-21,1535.00,16,1,95.94,0.0625,0,
55,JAMES SEXTON,jenniferbrady@example.org,Canada,2024-06-23,1244.00,16,0,77.75,0.0,0,
56,john lewis,william42@example.org,Canada,,888.00,12,0,74.0,0.0,0,
57,Paige Watts DDS,derrickgalvan@example.com,United States,2026-06-06,1605.00,15,0,107.0,0.0,0,
58,RUSSELL GIBSON,elizabeth57@example.net,Canada,2024-07-12,461.00,9,0,51.22,0.0,0,
59,theodore hardy,esingleton@example.net,Canada,2025-08-29,880.00,10,0,88.0,0.0,0,
64,ANTHONY WOOD,christopher28@example.org,Canada,,274.00,7,1,39.14,0.1429,0,
65,megan smith,farmersamantha@example.org,Canada,2024-03-18,681.00,10,1,68.1,0.1,0,
67,AMY TORRES,mcollier@example.org,United Kingdom,2025-08-22,706.00,14,0,50.43,0.0,0,
68,erin reynolds,danielmack@example.com,United Kingdom,,950.00,11,1,86.36,0.0909,0,
70,SETH TORRES,steven75@example.com,Canada,2024-10-04,494.00,6,0,82.33,0.0,0,
71,robert vargas,anne89@example.net,United States,2024-09-23,1116.00,14,0,79.71,0.0,0,
73,STEPHEN STEVENSON,amaddox@example.net,United States,2024-10-01,672.00,10,2,67.2,0.2,0,
76,JENNIFER ROBBINS,lisaavila@example.net,United States,,453.00,7,0,64.71,0.0,0,
77,sarah evans,kevinjohnson@example.org,Canada,2025-09-17,763.00,7,0,109.0,0.0,0,
90,Hector King,dianegonzalez@example.org,United States,2026-01-17,905.00,15,0,60.33,0.0,0,
91,NATHAN PACE,rogersmatthew@example.org,United Kingdom,2024-01-09,1187.00,13,0,91.31,0.0,0,
92,rachael johnson,christianlori@example.com,Canada,,452.00,8,0,56.5,0.0,0,
95,carrie pruitt dvm,kmcdonald@example.com,United States,2023-07-10,718.00,12,0,59.83,0.0,0,
97,VICTORIA CARROLL,frivera@example.org,United States,2023-08-16,639.00,13,2,49.15,0.1538,0,
98,lydia miller,jillianadkins@example.org,United States,2024-01-28,751.00,10,1,75.1,0.1,0,
100,JENNIFER CHANG,keith13@example.org,Unknown,,543.00,8,1,67.88,0.125,0,
101,jessica duffy,stephencarey@example.org,United Kingdom,2024-04-05,909.00,11,0,82.64,0.0,0,
102,Michael Anderson,zpatel@example.com,United States,2024-03-14,1273.00,7,0,181.86,0.0,0,
103,PAUL COLEMAN,holmesangelica@example.org,United Kingdom,2025-12-31,382.00,8,0,47.75,0.0,0,
105,Katelyn Delgado,wardalexandra@example.com,United Kingdom,2025-11-05,573.00,7,0,81.86,0.0,0,
107,matthew lyons,ilee@example.com,United States,2024-02-04,1183.00,17,0,69.59,0.0,0,
109,KENNETH WILLIAMS,jacobbrown@example.net,United Kingdom,2025-01-25,461.00,11,2,41.91,0.1818,0,
113,alexandra hall,evelynweaver@example.net,Canada,2025-02-26,979.00,11,0,89.0,0.0,0,
117,Kyle Chavez,douglas20@example.net,United Kingdom,2026-04-19,523.00,7,0,74.71,0.0,0,
123,Timothy Martin,benjaminwells@example.com,United States,2024-10-02,461.00,9,0,51.22,0.0,0,
124,KEVIN OROZCO,mathew52@example.org,Canada,,1643.00,18,1,91.28,0.0556,0,
125,gabrielle gonzalez,katie00@example.org,Unknown,2026-05-02,1099.00,12,1,91.58,0.0833,0,
126,Clinton Russell,stephaniejackson@example.com,United Kingdom,2025-06-10,847.00,14,1,60.5,0.0714,0,
127,THEODORE WALTER,daniellezuniga@example.com,United Kingdom,2024-11-18,469.00,11,0,42.64,0.0,0,
128,ian warren,annjohnson@example.com,United States,,730.00,10,0,73.0,0.0,0,
130,TODD STARK,paige46@example.net,United States,2025-01-29,1216.00,14,0,86.86,0.0,0,
132,Kimberly Smith,ncortez@example.com,United States,,946.00,14,0,67.57,0.0,0,
139,DAVID CHEN,brandonbrown@example.org,Canada,2025-01-11,938.00,13,1,72.15,0.0769,0,
140,william hicks,waynewhite@example.org,Canada,,1523.00,17,0,89.59,0.0,0,
141,Michael Rice,pgarcia@example.net,United States,2026-06-06,1576.00,15,1,105.07,0.0667,0,
142,MR. BRANDON BURGESS MD,martinezcrystal@example.net,Canada,2025-05-15,531.00,9,0,59.0,0.0,0,
146,jessica fox,timothy15@example.org,United States,2024-01-20,979.00,12,1,81.58,0.0833,0,
149,jeremiah johnston,alarson@example.net,Canada,2025-02-28,1046.00,14,0,74.71,0.0,0,
150,Holly Andrews DDS,gpope@example.org,Unknown,2024-03-15,245.00,7,2,35.0,0.2857,0,
151,MARCUS MARTIN,mosswendy@example.org,Canada,2024-09-24,938.00,13,1,72.15,0.0769,0,
152,anthony gordon,amy88@example.com,United States,,1353.00,17,0,79.59,0.0,0,
153,Frederick Phillips,toddkyle@example.org,United States,2024-12-17,552.00,8,0,69.0,0.0,0,
157,VICTOR COLLINS,jessica47@example.org,Canada,2023-12-28,1265.00,15,0,84.33,0.0,0,
166,CATHY JUAREZ,gallagherchristopher@example.com,United Kingdom,2025-07-06,958.00,12,0,79.83,0.0,0,
168,Laura Nguyen,watsonjennifer@example.com,United States,,693.00,8,1,86.63,0.125,0,
169,FRANK TAYLOR,gambleamanda@example.com,United States,2026-01-10,573.00,7,0,81.86,0.0,0,
170,shannon hester,thomasmckenzie@example.org,United Kingdom,2023-06-26,809.00,12,1,67.42,0.0833,0,
171,Ann Miles,ksmith@example.com,United States,2023-08-21,921.00,10,1,92.1,0.1,0,
172,TAMMIE THOMPSON,nathanielfaulkner@example.com,Canada,,1493.00,17,0,87.82,0.0,0,
177,Nicholas Smith,john57@example.net,United States,2025-12-15,693.00,7,0,99.0,0.0,0,
179,alexandra adams,pmorris@example.org,United Kingdom,2025-11-13,926.00,14,0,66.14,0.0,0,
181,SUSAN DEAN,vincentramos@example.org,United States,2024-06-11,859.00,11,0,78.09,0.0,0,
184,CHARLES HARRISON,esmith@example.net,Canada,,548.00,13,1,42.15,0.0769,0,
185,rodney bond,garzacheyenne@example.org,United States,2026-04-24,950.00,10,0,95.0,0.0,0,
186,Kelly Parker,wflores@example.org,United States,2024-05-10,224.00,7,1,32.0,0.1429,0,
188,stephanie oconnell,ljones@example.net,United States,,950.00,10,0,95.0,0.0,0,
190,ERIK PEREZ,sherry96@example.com,United States,2023-07-17,1332.00,18,0,74.0,0.0,0,
191,marcus nolan,jenningskenneth@example.org,United States,2024-10-29,1448.00,13,1,111.38,0.0769,0,
195,Miranda Robinson,qscott@example.com,United Kingdom,2024-08-22,868.00,12,0,72.33,0.0,0,
196,SAMANTHA COOPER,wilsonbrian@example.org,Canada,,672.00,8,0,84.0,0.0,0,
197,glenda taylor,fieldsclifford@example.net,United States,2023-10-04,710.00,10,0,71.0,0.0,0,
202,PATRICK BARTLETT,kevinfitzgerald@example.net,United Kingdom,2023-10-23,834.00,17,1,49.06,0.0588,0,
204,Katie Johnson,harrisjared@example.com,Canada,,394.00,6,0,65.67,0.0,0,
209,juan perez,qroberts@example.org,Canada,2024-02-23,523.00,8,1,65.38,0.125,0,
210,Brent Jackson,rebekah85@example.org,United States,2025-02-28,651.00,9,0,72.33,0.0,0,
213,Jimmy Hebert,hross@example.org,United States,2023-07-26,552.00,8,0,69.0,0.0,0,
215,miss cheryl davis,danieltimothy@example.org,United Kingdom,2025-09-20,1183.00,17,0,69.59,0.0,0,
216,Kiara Collier,harrisalyssa@example.org,Canada,,411.00,9,0,45.67,0.0,0,
218,brandy huff,sosafranklin@example.org,Canada,2024-04-10,569.00,11,0,51.73,0.0,0,
220,SAVANNAH MOORE,patriciathompson@example.com,Canada,,602.00,8,0,75.25,0.0,0,
221,larry martin,curtisyolanda@example.com,United Kingdom,2024-08-01,1216.00,14,0,86.86,0.0,0,
224,jordan sutton,hthomas@example.com,United States,,1386.00,15,1,92.4,0.0667,0,
228,Heidi Melton,wtaylor@example.org,Canada,,1377.00,14,1,98.36,0.0714,0,
231,Kara Harris,obrown@example.net,United States,2025-07-23,1385.00,17,2,81.47,0.1176,0,
236,erica harris,briandavis@example.net,Canada,,1125.00,15,0,75.0,0.0,0,
237,William Smith,mccoylinda@example.net,Canada,2025-07-15,1274.00,16,0,79.63,0.0,0,
239,brandon monroe,pamelaallison@example.net,United Kingdom,2025-10-14,705.00,15,0,47.0,0.0,0,
240,Gina Prince,paulaabbott@example.com,United Kingdom,,598.00,12,0,49.83,0.0,0,
241,LINDSAY CLARK,gavila@example.com,United States,2024-11-12,909.00,13,2,69.92,0.1538,0,
244,JANET RICHMOND,davidbuchanan@example.org,Canada,,502.00,8,0,62.75,0.0,0,
246,Harry Richard,imarquez@example.net,United States,2025-05-26,639.00,11,0,58.09,0.0,0,
250,DOUGLAS OWENS,dford@example.net,Unknown,2024-02-12,614.00,6,0,102.33,0.0,0,
253,JAMES PHILLIPS,bradley71@example.org,United States,2024-05-29,618.00,12,0,51.5,0.0,0,
255,Christina Cummings,teresabryan@example.com,United Kingdom,2025-05-24,718.00,12,0,59.83,0.0,0,
256,DAVID DICKSON,zmarshall@example.org,United Kingdom,,1154.00,16,0,72.13,0.0,0,
258,Elizabeth White,tina37@example.org,Canada,2025-08-28,614.00,6,0,102.33,0.0,0,
262,TODD BAIRD,rlynch@example.net,United States,2024-03-15,573.00,7,0,81.86,0.0,0,
264,Christopher Harrison,wanderson@example.com,United Kingdom,,1046.00,16,2,65.38,0.125,0,
265,HAILEY BRAUN,william90@example.net,Canada,2024-01-12,967.00,13,0,74.38,0.0,0,
266,david wilson,brian48@example.net,United States,2023-08-13,859.00,11,0,78.09,0.0,0,
267,Christina Blackburn,christopherking@example.org,United Kingdom,2023-11-13,971.00,10,1,97.1,0.1,0,
270,Veronica Lewis,mpowell@example.net,Canada,2025-07-16,651.00,10,1,65.1,0.1,0,
272,rebecca smith,xhendricks@example.net,United Kingdom,,680.00,10,0,68.0,0.0,0,
273,Jeffrey Nichols,melanie69@example.net,United States,2026-02-13,523.00,7,0,74.71,0.0,0,
274,DR. JULIA FLYNN,sreese@example.com,United Kingdom,2025-09-16,332.00,8,0,41.5,0.0,0,
276,Michael Peterson,cohencynthia@example.com,United States,,672.00,8,0,84.0,0.0,0,
284,joseph blackburn,michelle75@example.org,United States,,581.00,10,1,58.1,0.1,0,
288,Lauren Gray,hannahvasquez@example.org,United States,,946.00,14,0,67.57,0.0,0,
290,alison reyes,zpreston@example.net,United Kingdom,2024-04-17,954.00,16,0,59.63,0.0,0,
291,Leah Carrillo,lynn78@example.net,United Kingdom,2026-05-03,561.00,9,0,62.33,0.0,0,
292,TARA MOON,travisjones@example.com,Canada,,353.00,7,0,50.43,0.0,0,
294,Melissa Mason,acampbell@example.org,United States,2025-06-23,581.00,9,0,64.56,0.0,0,
295,SAMANTHA MILLER,christopherwhite@example.net,United Kingdom,2025-01-23,444.00,6,0,74.0,0.0,0,
296,stephanie mercer,amy61@example.net,United States,,1385.00,16,1,86.56,0.0625,0,
297,Colton Horton,irhodes@example.com,Canada,2025-03-09,540.00,10,0,54.0,0.0,0,
298,ASHLEY DEAN,ruizheather@example.net,Canada,2024-08-29,780.00,10,0,78.0,0.0,0,
299,dawn west,nbaker@example.net,United States,2024-10-25,1079.00,11,0,98.09,0.0,0,
300,Natasha Williams,blanchardmary@example.net,Unknown,,780.00,10,0,78.0,0.0,0,
302,christian brown,johnsonhector@example.net,United Kingdom,2024-04-23,581.00,9,0,64.56,0.0,0,
303,Melissa West,kempmatthew@example.com,United States,2023-08-04,963.00,17,0,56.65,0.0,0,
304,RAYMOND EDWARDS,vanessahooper@example.net,United States,,1045.00,16,1,65.31,0.0625,0,
307,MICHAEL MACK,zarellano@example.com,Canada,2025-05-27,954.00,17,1,56.12,0.0588,0,
308,joy wilkins,orussell@example.com,Canada,,668.00,12,0,55.67,0.0,0,
312,Christian Fitzgerald,perry06@example.com,United Kingdom,,1895.00,15,0,126.33,0.0,0,
315,Tommy Turner,michellevalencia@example.com,United States,2024-06-25,714.00,16,0,44.63,0.0,0,
318,Curtis Best,charles14@example.com,Canada,2025-07-16,909.00,11,0,82.64,0.0,0,
319,BRIANNA MENDOZA,karinaday@example.com,United States,2023-09-13,593.00,7,0,84.71,0.0,0,
320,sara bates,rjohnson@example.org,United Kingdom,,394.00,6,0,65.67,0.0,0,
322,MARK BISHOP,campbelljessica@example.org,United States,2024-08-14,610.00,10,0,61.0,0.0,0,
324,Patrick Diaz,campbelljennifer@example.net,United Kingdom,,846.00,15,1,56.4,0.0667,0,
326,mr. william hernandez,kelseyyork@example.net,United Kingdom,2023-06-12,1523.00,17,0,89.59,0.0,0,
331,LINDSEY YOUNG,lowekirk@example.org,United States,2025-03-12,751.00,11,2,68.27,0.1818,0,
332,emily thomas,slittle@example.org,United States,,1253.00,17,0,73.71,0.0,0,
333,Kelly Rollins,derek43@example.com,United States,2023-10-04,710.00,10,0,71.0,0.0,0,
334,BRIAN COOPER,andrewbarnes@example.net,United Kingdom,2024-12-15,1406.00,14,0,100.43,0.0,0,
335,tonya sullivan,justin56@example.com,United States,2025-04-17,643.00,7,0,91.86,0.0,0,
337,CHASE SOSA,nfinley@example.org,United Kingdom,2023-12-28,1020.00,11,1,92.73,0.0909,0,
340,ROGER WISE,baileylisa@example.net,Canada,,1013.00,18,1,56.28,0.0556,0,
342,Anita Marshall,julianwatkins@example.net,Canada,2025-09-04,324.00,6,0,54.0,0.0,0,
344,heather rodriguez,phillip93@example.net,United States,,813.00,7,0,116.14,0.0,0,
345,Kim Pham,carterkevin@example.net,United Kingdom,2023-08-10,1120.00,10,0,112.0,0.0,0,
346,JONATHAN JONES,gcole@example.net,United Kingdom,2023-09-19,1295.00,15,0,86.33,0.0,0,
348,Edward Joseph Jr.,andreagordon@example.net,United Kingdom,,713.00,8,1,89.13,0.125,0,
350,rebecca hart,ujacobs@example.org,Unknown,2025-01-11,813.00,7,0,116.14,0.0,0,
352,SCOTT SCOTT,sarah73@example.com,Canada,,1215.00,15,0,81.0,0.0,0,
356,yvonne swanson,ghickman@example.org,Canada,,946.00,17,3,55.65,0.1765,0,
357,Christina Brown,schultzchelsea@example.net,United Kingdom,2026-02-17,1165.00,15,0,77.67,0.0,0,
358,BENJAMIN GARCIA,jeremykelly@example.net,United Kingdom,2025-07-14,796.00,15,1,53.07,0.0667,0,
359,daniel alexander,hjoseph@example.net,United States,2026-01-06,544.00,6,0,90.67,0.0,0,
360,John Smith,patrickmike@example.org,United States,,1125.00,15,0,75.0,0.0,0,
361,LARRY HERNANDEZ,gschneider@example.net,United Kingdom,2025-02-06,938.00,13,1,72.15,0.0769,0,
363,Beverly Lewis,scottbrian@example.org,Canada,2023-08-29,718.00,13,1,55.23,0.0769,0,
367,JILLIAN MACK,skinnerbrianna@example.org,United States,2023-10-08,1333.00,17,0,78.41,0.0,0,
368,jessica leblanc,qpatterson@example.com,United Kingdom,,576.00,15,1,38.4,0.0667,0,
370,MICHAEL PATTERSON,dsmith@example.com,Canada,2025-02-08,440.00,11,1,40.0,0.0909,0,
371,megan gibson,vgraves@example.com,United States,2025-09-12,950.00,10,0,95.0,0.0,0,
379,DANIELLE FOX,drakeaaron@example.com,United States,2025-12-06,722.00,8,0,90.25,0.0,0,
381,Mr. Robert Davis,kimdavis@example.net,United States,2024-03-05,718.00,13,1,55.23,0.0769,0,
382,DEBORAH KRAMER,cheryl78@example.net,United Kingdom,2026-03-29,1088.00,12,0,90.67,0.0,0,
384,Bruce Robertson,mark74@example.com,United Kingdom,,888.00,12,0,74.0,0.0,0,
388,MATTHEW JENKINS,averyjeanette@example.com,Canada,,432.00,8,0,54.0,0.0,0,
391,MAKAYLA JONES,ssingh@example.org,United States,2024-01-15,681.00,9,0,75.67,0.0,0,
396,Robert Wheeler,campbellpatrick@example.com,United States,,888.00,12,0,74.0,0.0,0,
399,Gregg Jimenez,basstyler@example.net,Canada,2024-01-14,822.00,18,0,45.67,0.0,0,
402,Mario Bartlett,rebecca53@example.net,United Kingdom,2025-05-29,1564.00,16,0,97.75,0.0,0,
404,megan davis,thill@example.org,United Kingdom,,1129.00,11,0,102.64,0.0,0,
406,COURTNEY DAVIS,jlee@example.net,United Kingdom,2024-10-15,1154.00,17,1,67.88,0.0588,0,
409,SAMANTHA HERNANDEZ,patricia94@example.com,United Kingdom,2025-05-09,403.00,7,0,57.57,0.0,0,
410,brittany hill,christopherreeves@example.net,Canada,2023-10-12,751.00,10,1,75.1,0.1,0,
411,Brian Austin,umorgan@example.net,United States,2023-09-01,1415.00,15,0,94.33,0.0,0,
413,john hicks,sharonmckenzie@example.com,United States,2024-02-16,423.00,8,1,52.88,0.125,0,
416,william doyle,alexanderjimenez@example.org,United Kingdom,,643.00,9,2,71.44,0.2222,0,
417,Jenna Wright,johnsonanna@example.net,United States,2023-10-20,801.00,9,0,89.0,0.0,0,
418,DAVID COOPER,jamesroach@example.net,United States,2026-03-28,917.00,13,0,70.54,0.0,0,
422,kristen hunter,bparker@example.com,United Kingdom,2025-06-23,1403.00,17,0,82.53,0.0,0,
423,Anne Matthews,shepardanna@example.net,United Kingdom,2024-05-19,979.00,12,1,81.58,0.0833,0,
424,SETH YOUNG,owensallen@example.org,Canada,,1402.00,18,0,77.89,0.0,0,
425,heidi jones,pricemelissa@example.org,Unknown,2024-06-26,701.00,9,0,77.89,0.0,0,
427,LISA EDWARDS,louisthomas@example.net,Canada,2023-10-14,689.00,11,0,62.64,0.0,0,
429,Jessica Miller,hilljeffrey@example.net,United States,2026-02-12,324.00,6,0,54.0,0.0,0,
430,LISA RANDOLPH,qmiller@example.net,United States,2025-07-24,1523.00,17,0,89.59,0.0,0,
432,Jeffrey Preston Jr.,graychristina@example.com,United States,,684.00,6,0,114.0,0.0,0,
434,daniel warren,meyersmaria@example.net,United States,2026-04-18,652.00,9,1,72.44,0.1111,0,
442,JENNIFER MELTON,sullivanjeanette@example.org,Canada,2025-06-21,1473.00,18,1,81.83,0.0556,0,
443,cynthia osborn,wdavidson@example.org,United Kingdom,2025-03-14,1224.00,16,0,76.5,0.0,0,
447,Cassandra Valentine,smithangela@example.net,United Kingdom,2025-11-18,929.00,11,0,84.45,0.0,0,
448,ALICIA ROBINSON,tuckererin@example.net,Canada,,473.00,7,0,67.57,0.0,0,
450,Lisa Garcia,ajackson@example.com,Unknown,2023-10-14,747.00,13,0,57.46,0.0,0,
454,LISA HOLT,alvarezcasey@example.com,Canada,2023-10-15,1174.00,16,0,73.38,0.0,0,
457,ANGELA BLACKBURN,kbraun@example.org,United States,2024-12-27,377.00,14,1,26.93,0.0714,0,
461,paul jacobs,trevor40@example.com,United Kingdom,2024-10-17,274.00,6,0,45.67,0.0,0,
463,LISA MOORE,dtaylor@example.org,Canada,2024-06-16,623.00,8,1,77.88,0.125,0,
465,Lisa Lloyd,keykyle@example.com,United States,2025-08-15,444.00,6,0,74.0,0.0,0,
467,christopher sandoval,cooperrandall@example.net,United Kingdom,2025-11-14,573.00,7,0,81.86,0.0,0,
470,robin ellis,ilopez@example.net,United States,2024-07-15,1158.00,14,2,82.71,0.1429,0,
471,Susan Preston,nelsonlisa@example.com,United States,2024-10-15,1245.00,15,0,83.0,0.0,0,
473,mary reynolds,brian20@example.com,United States,2023-09-03,390.00,11,1,35.45,0.0909,0,
475,JOHNNY COX,andersonwilliam@example.net,Unknown,2025-03-22,274.00,6,0,45.67,0.0,0,
476,brett winters,stevehughes@example.net,United States,,742.00,8,0,92.75,0.0,0,
478,JOHN HART,baileycole@example.org,United Kingdom,2025-07-21,1004.00,16,0,62.75,0.0,0,
480,Yvette Wise,zreid@example.net,Canada,,1195.00,15,0,79.67,0.0,0,
482,renee benitez,obrienanthony@example.net,United States,2023-12-19,685.00,18,3,38.06,0.1667,0,
486,Troy Harris,cody49@example.com,United Kingdom,2024-12-10,739.00,12,1,61.58,0.0833,0,
489,Donald Allison,douglas06@example.com,Canada,2024-07-18,660.00,10,0,66.0,0.0,0,
491,lisa jones,brownmichelle@example.org,United Kingdom,2025-10-20,514.00,6,0,85.67,0.0,0,
492,Samantha Lewis,jesus09@example.com,United States,,564.00,6,0,94.0,0.0,0,
493,CHRISTINE DAVENPORT,mcdowellbarbara@example.org,United States,2024-11-23,444.00,6,0,74.0,0.0,0,
497,kathy norris,michelle21@example.com,United States,2024-02-20,656.00,14,0,46.86,0.0,0,
